itemsets,count,support
"frozenset({'Gambling', 'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Groceries'})",1.0,0.0000000114
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Entertainment', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Fines', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Entertainment', 'Gambling', 'Bills and Utilities'})",257826.0,0.0029344547
"frozenset({'Groceries', 'Bills and Utilities'})",3120726.0,0.0355186408
"frozenset({'Entertainment', 'Groceries', 'Bills and Utilities'})",2162155.0,0.0246086349
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Housing', 'Gambling'})",1.0,0.0000000114
"frozenset({'Clothing', 'Fines', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",4.0,0.0000000455
"frozenset({'Motor/Travel', 'Fines', 'Gambling', 'Education'})",18.0,0.0000002049
"frozenset({'Fines', 'Gambling', 'Savings', 'Education'})",2.0,0.0000000228
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Motor/Travel', 'Groceries'})",1.0,0.0000000114
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Tax', 'Fines', 'Gambling', 'Bills and Utilities'})",4.0,0.0000000455
"frozenset({'Fines', 'Health', 'Motor/Travel', 'Gambling', 'Tax'})",2.0,0.0000000228
frozenset({'Education'}),3310516.0,0.0376787417
"frozenset({'Fines', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Fines', 'Entertainment', 'Housing', 'Gambling'})",2.0,0.0000000228
"frozenset({'Clothing', 'Fines', 'Motor/Travel', 'Housing', 'Gambling'})",1.0,0.0000000114
"frozenset({'Gambling', 'Bills and Utilities'})",372597.0,0.0042407244
"frozenset({'Clothing', 'Fines', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities'})",354623.0,0.0040361528
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Housing', 'Gambling'})",1.0,0.0000000114
"frozenset({'Gambling', 'Bills and Utilities', 'Fines', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Fines', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Entertainment', 'Housing', 'Gambling'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Fines', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Gambling', 'Bills and Utilities', 'Fines', 'Entertainment', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Gambling', 'Bills and Utilities', 'Fines', 'Tax', 'Groceries'})",3.0,0.0000000341
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Clothing', 'Fines', 'Health', 'Tax', 'Gambling'})",1.0,0.0000000114
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Motor/Travel', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Fines', 'Health', 'Entertainment', 'Housing', 'Gambling'})",1.0,0.0000000114
"frozenset({'Gambling', 'Fines', 'Health', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Gambling', 'Fines', 'Health', 'Entertainment', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Fines', 'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Motor/Travel', 'Education'})",787768.0,0.0089660062
"frozenset({'Bills and Utilities', 'Fines', 'Motor/Travel', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Health', 'Education'})",256049.0,0.0029142297
"frozenset({'Clothing', 'Fines', 'Health', 'Entertainment', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Groceries', 'Education'})",1231644.0,0.0140179948
"frozenset({'Bills and Utilities', 'Fines', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Entertainment', 'Education'})",2416539.0,0.0275039144
"frozenset({'Clothing', 'Fines', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Fines', 'Health', 'Entertainment', 'Housing'})",2.0,0.0000000228
"frozenset({'Clothing', 'Fines', 'Health', 'Motor/Travel', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Fines', 'Health', 'Entertainment', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Gambling', 'Education'})",136157.0,0.0015496752
"frozenset({'Gambling', 'Education', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",1.0,0.0000000114
"frozenset({'Gambling', 'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",2.0,0.0000000228
"frozenset({'Gambling', 'Bills and Utilities', 'Fines', 'Entertainment', 'Groceries', 'Tax'})",2.0,0.0000000228
"frozenset({'Entertainment', 'Education', 'Bills and Utilities'})",259875.0,0.0029577755
"frozenset({'Clothing', 'Education', 'Fines', 'Entertainment', 'Housing'})",2.0,0.0000000228
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Entertainment', 'Housing', 'Groceries'})",4.0,0.0000000455
"frozenset({'Education', 'Fines', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Savings', 'Motor/Travel', 'Housing', 'Gambling', 'Tax'})",3.0,0.0000000341
"frozenset({'Clothing', 'Gambling', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",1.0,0.0000000114
"frozenset({'Fines', 'Health', 'Savings', 'Entertainment', 'Tax'})",1.0,0.0000000114
"frozenset({'Gambling', 'Education', 'Fines', 'Health', 'Groceries'})",1.0,0.0000000114
"frozenset({'Education', 'Fines', 'Health', 'Motor/Travel', 'Gambling'})",1.0,0.0000000114
"frozenset({'Education', 'Health', 'Savings', 'Motor/Travel', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Education', 'Bills and Utilities', 'Health', 'Savings', 'Groceries'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Education', 'Health', 'Savings', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Fines', 'Health', 'Tax', 'Groceries'})",2.0,0.0000000228
"frozenset({'Tax', 'Fines', 'Gambling', 'Savings'})",1.0,0.0000000114
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Housing', 'Groceries'})",4.0,0.0000000455
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Tax', 'Housing'})",2.0,0.0000000228
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Fines', 'Housing'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Fines', 'Tax', 'Housing'})",1.0,0.0000000114
"frozenset({'Education', 'Health', 'Gambling', 'Bills and Utilities'})",1398.0,0.0000159114
"frozenset({'Fines', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",6.0,0.0000000683
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Health', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Fines', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Fines', 'Health', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Education', 'Fines', 'Health', 'Motor/Travel', 'Housing'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Entertainment', 'Housing', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Health', 'Motor/Travel', 'Housing'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Fines', 'Health', 'Entertainment', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Education', 'Fines', 'Health', 'Entertainment', 'Housing', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Fines', 'Entertainment', 'Housing'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Housing', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Education', 'Fines', 'Tax', 'Housing', 'Groceries'})",2.0,0.0000000228
"frozenset({'Gambling', 'Education', 'Savings', 'Tax', 'Housing', 'Groceries'})",2.0,0.0000000228
"frozenset({'Motor/Travel', 'Groceries', 'Gambling', 'Education'})",12243.0,0.0001393441
"frozenset({'Clothing', 'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Education', 'Savings', 'Motor/Travel', 'Housing', 'Gambling', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Gambling', 'Education', 'Health', 'Motor/Travel', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Savings', 'Tax', 'Housing', 'Gambling'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Education', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Education', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Motor/Travel', 'Entertainment', 'Bills and Utilities'})",1384130.0,0.0157535190
"frozenset({'Clothing', 'Gambling', 'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Gambling', 'Education', 'Fines', 'Tax', 'Groceries'})",1.0,0.0000000114
"frozenset({'Entertainment', 'Health', 'Bills and Utilities'})",479859.0,0.0054615303
"frozenset({'Education', 'Fines', 'Motor/Travel', 'Housing', 'Gambling'})",1.0,0.0000000114
"frozenset({'Education', 'Fines', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Motor/Travel', 'Education', 'Bills and Utilities'})",85294.0,0.0009707763
"frozenset({'Education', 'Health', 'Bills and Utilities'})",31398.0,0.0003573573
"frozenset({'Education', 'Groceries', 'Bills and Utilities'})",134381.0,0.0015294616
"frozenset({'Education', 'Gambling', 'Bills and Utilities'})",15825.0,0.0001801127
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Education', 'Fines', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",1.0,0.0000000114
"frozenset({'Education', 'Savings', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Education', 'Savings', 'Motor/Travel', 'Housing', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Savings', 'Motor/Travel', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Savings', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Gambling', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Groceries', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Fines', 'Motor/Travel', 'Groceries'})",1.0,0.0000000114
"frozenset({'Motor/Travel', 'Health', 'Bills and Utilities'})",166274.0,0.0018924527
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Fines', 'Entertainment', 'Groceries', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Fines', 'Motor/Travel', 'Housing'})",1.0,0.0000000114
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Housing', 'Tax'})",2.0,0.0000000228
"frozenset({'Gambling', 'Education', 'Fines', 'Health', 'Motor/Travel', 'Groceries'})",1.0,0.0000000114
"frozenset({'Motor/Travel', 'Groceries', 'Bills and Utilities'})",747383.0,0.0085063631
"frozenset({'Clothing', 'Education', 'Fines', 'Motor/Travel', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Health', 'Groceries', 'Bills and Utilities'})",259956.0,0.0029586974
"frozenset({'Education', 'Fines', 'Health', 'Entertainment', 'Groceries', 'Tax'})",1.0,0.0000000114
"frozenset({'Motor/Travel', 'Gambling', 'Bills and Utilities'})",89503.0,0.0010186812
"frozenset({'Health', 'Gambling', 'Bills and Utilities'})",30799.0,0.0003505398
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Fines', 'Motor/Travel', 'Housing', 'Groceries'})",6.0,0.0000000683
"frozenset({'Clothing', 'Education', 'Fines', 'Motor/Travel', 'Groceries', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Gambling', 'Education', 'Fines', 'Motor/Travel', 'Groceries'})",2.0,0.0000000228
"frozenset({'Clothing', 'Education', 'Fines', 'Entertainment', 'Groceries', 'Gambling', 'Motor/Travel'})",2.0,0.0000000228
"frozenset({'Education', 'Fines', 'Health', 'Tax', 'Groceries'})",2.0,0.0000000228
"frozenset({'Education', 'Fines', 'Savings', 'Tax', 'Groceries'})",1.0,0.0000000114
"frozenset({'Education', 'Fines', 'Health', 'Savings', 'Tax'})",1.0,0.0000000114
"frozenset({'Gambling', 'Fines', 'Savings', 'Entertainment', 'Groceries'})",11.0,0.0000001252
"frozenset({'Fines', 'Health', 'Savings', 'Tax', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Fines', 'Entertainment', 'Motor/Travel'})",2.0,0.0000000228
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Health', 'Tax', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel', 'Tax'})",3.0,0.0000000341
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Savings', 'Tax', 'Groceries'})",1.0,0.0000000114
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Tax', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Education', 'Savings', 'Tax', 'Groceries'})",8.0,0.0000000911
"frozenset({'Fines', 'Health', 'Savings', 'Education'})",5.0,0.0000000569
"frozenset({'Motor/Travel', 'Health', 'Groceries', 'Education'})",22978.0,0.0002615248
"frozenset({'Clothing', 'Gambling', 'Education', 'Savings', 'Housing', 'Groceries'})",4.0,0.0000000455
"frozenset({'Clothing', 'Education', 'Motor/Travel', 'Housing', 'Gambling', 'Tax'})",6.0,0.0000000683
"frozenset({'Clothing', 'Gambling', 'Education', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",4.0,0.0000000455
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Tax'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Tax'})",1.0,0.0000000114
"frozenset({'Education', 'Fines', 'Health', 'Savings', 'Groceries'})",3.0,0.0000000341
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Groceries'})",5.0,0.0000000569
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Motor/Travel', 'Groceries'})",22.0,0.0000002504
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Entertainment', 'Groceries', 'Motor/Travel'})",17.0,0.0000001935
"frozenset({'Gambling', 'Education', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",16.0,0.0000001821
"frozenset({'Entertainment', 'Education', 'Fines', 'Savings'})",35.0,0.0000003984
"frozenset({'Fines', 'Health', 'Savings', 'Bills and Utilities'})",12.0,0.0000001366
"frozenset({'Motor/Travel', 'Fines', 'Savings', 'Education'})",14.0,0.0000001593
"frozenset({'Education', 'Fines', 'Health', 'Savings', 'Tax', 'Groceries'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Tax', 'Groceries'})",1.0,0.0000000114
"frozenset({'Education', 'Fines', 'Savings', 'Motor/Travel', 'Tax'})",2.0,0.0000000228
"frozenset({'Education', 'Fines', 'Savings', 'Entertainment', 'Tax'})",2.0,0.0000000228
"frozenset({'Education', 'Fines', 'Savings', 'Entertainment', 'Motor/Travel'})",9.0,0.0000001024
"frozenset({'Motor/Travel', 'Fines', 'Health', 'Savings'})",17.0,0.0000001935
"frozenset({'Tax', 'Fines', 'Health', 'Savings'})",2.0,0.0000000228
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Health', 'Savings', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Fines', 'Motor/Travel'})",2.0,0.0000000228
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Savings', 'Groceries'})",4.0,0.0000000455
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Health', 'Savings'})",1.0,0.0000000114
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Health', 'Tax'})",2.0,0.0000000228
"frozenset({'Bills and Utilities', 'Fines', 'Savings', 'Tax', 'Groceries'})",4.0,0.0000000455
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Entertainment', 'Groceries', 'Gambling', 'Motor/Travel'})",2.0,0.0000000228
"frozenset({'Housing', 'Fines', 'Clothing', 'Bills and Utilities'})",8.0,0.0000000911
"frozenset({'Motor/Travel', 'Health', 'Gambling', 'Education'})",2800.0,0.0000318683
"frozenset({'Housing', 'Fines', 'Savings', 'Bills and Utilities'})",4.0,0.0000000455
"frozenset({'Bills and Utilities', 'Fines', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel'})",2.0,0.0000000228
"frozenset({'Entertainment', 'Health', 'Gambling', 'Education'})",8126.0,0.0000924863
"frozenset({'Entertainment', 'Groceries', 'Gambling', 'Education'})",36954.0,0.0004205931
"frozenset({'Clothing', 'Gambling', 'Education', 'Health', 'Savings', 'Groceries'})",7.0,0.0000000797
"frozenset({'Clothing', 'Education', 'Health', 'Savings', 'Tax', 'Housing'})",8.0,0.0000000911
"frozenset({'Clothing', 'Fines', 'Savings', 'Entertainment', 'Housing'})",1.0,0.0000000114
"frozenset({'Clothing', 'Fines', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Gambling'})",16.0,0.0000001821
"frozenset({'Motor/Travel', 'Entertainment', 'Gambling', 'Education'})",23957.0,0.0002726673
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Motor/Travel'})",12.0,0.0000001366
"frozenset({'Clothing', 'Gambling', 'Education', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Groceries'})",5.0,0.0000000569
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Savings', 'Housing'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Education', 'Health', 'Savings', 'Entertainment', 'Groceries'})",3.0,0.0000000341
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Savings', 'Entertainment'})",9.0,0.0000001024
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Gambling', 'Motor/Travel'})",4.0,0.0000000455
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Entertainment', 'Housing'})",7.0,0.0000000797
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",4.0,0.0000000455
"frozenset({'Housing', 'Fines', 'Clothing', 'Savings'})",2.0,0.0000000228
"frozenset({'Housing', 'Fines', 'Groceries', 'Gambling'})",12.0,0.0000001366
"frozenset({'Bills and Utilities', 'Fines', 'Savings', 'Entertainment', 'Housing'})",3.0,0.0000000341
